sample_id,runtime_seconds,peak_gpu_memory_mb
open_sora::nxraujoMuic_3_21to163,16.799689983017743,443.23095703125
real::_Fpe0Z0IfcI_18_0to199,60.49458122532815,480.162109375
open_sora::_Fpe0Z0IfcI_18_0to199,16.59022386278957,443.69970703125
real::Av0ULngGQA4_31_0to161,50.87079184502363,480.8642578125
open_sora::Av0ULngGQA4_31_0to161,14.403218295425177,443.9345703125
real::pGKNTpVVVz4_7_0to161,57.652855972759426,480.8642578125
open_sora::pGKNTpVVVz4_7_0to161,19.81659068632871,447.05859375
real::dh9QWPuxZoE_103_0to253,64.77084251958877,480.8642578125
open_sora::dh9QWPuxZoE_103_0to253,26.235976274125278,446.1328125
real::a2rAMOcmUms_149_49to177,51.22015139926225,479.92724609375
open_sora::a2rAMOcmUms_149_49to177,18.611814530566335,443.4033203125
real::pGAkDG4qc_4_12_22to136,46.23335159756243,479.92724609375
open_sora::pGAkDG4qc_4_12_22to136,17.456935867667198,443.23095703125
real::T9fcBLy8Fm4_5_451to604,42.11026973742992,479.69287109375
open_sora::T9fcBLy8Fm4_5_451to604,19.586675046011806,443.69970703125
real::yU81UzKfL1M_21_0to255,64.7614137372002,479.92724609375
open_sora::yU81UzKfL1M_21_0to255,25.0226844381541,444.9853515625
real::Ze2bPiUdhlA_65_0to102,73.26013031229377,482.37158203125
open_sora::Ze2bPiUdhlA_65_0to102,34.96325385943055,446.7333984375
real::AG_5_Welxvo_0_0to373,55.458421677351,479.92724609375
open_sora::AG_5_Welxvo_0_0to373,21.388309782370925,443.9345703125
real::Lbr-7B2HCpQ_13_109to247,62.974091176874936,480.8642578125
open_sora::Lbr-7B2HCpQ_13_109to247,19.370977021753788,443.69970703125
real::ep3KthzB50s_3_438to576,52.66432613879442,481.205078125
open_sora::ep3KthzB50s_3_438to576,16.564137562178075,443.46533203125
real::YP707X6ZzJA_0_891to1046,51.58467156160623,479.69287109375
open_sora::YP707X6ZzJA_0_891to1046,18.53439404629171,443.46533203125
real::giY8abP-vU0_13_92to411,34.62901046779007,479.22314453125
